"","Vpn.Nr","sz1_1","sz1_2","sz1_3","sz1_4","sz1_5","sz1_6","sz1_7","sz1_8","sz1_9","sz2_1","sz2_2","sz2_3","sz2_4","sz2_5","sz2_6","sz2_7","sz2_8","sz2_9","uni_1","uni_2","uni_3","uni_4","uni_5","uni_6","uni_7","bf_1","bf_2","bf_3","bf_4","bf_5","bf_6","bf_7","bf_8","bf_9","bf_10","bf_11","bf_12","bf_13","bf_14","bf_15","bf_16","bf_17","bf_18","bf_19","bf_20","int_stat","int_it","sw_stat","sw_r","lezu_1","lezu_2","lezu_3","lezu_4","lezu_5","prok_1","prok_2","prok_3","prok_4","prok_5","prok_6","prok_7","prok_8","prok_9","prok_10","berufswunsch","berufswunsch_sonst","nebenjob","abi","geschl","alter","groesse","anz.geschw","bland","erq_1","erq_2","erq_3","erq_4","erq_5","erq_6","erq_7","erq_8","erq_9","erq_10","ros_1","ros_2","ros_3","ros_4","ros_5","ros_6","ros_7","ros_8","ros_9","ros_10","uni_1.f","uni_2.f","uni_3.f","uni_4.f","uni_5.f","uni_6.f","uni_7.f","berufswunsch.f","nebenjob.f","geschl.f","bland.f","prok_2.r","prok_3.r","prok_5.r","prok_7.r","prok_8.r","ros_2.r","ros_5.r","ros_6.r","ros_8.r","ros_9.r","SZ1_INH","SZ1_BED","SZ1_BEL","SZ2_INH","SZ2_BED","SZ2_BEL","BF_EXT","BF_VER","BF_GEW","BF_NEU","BF_OFF","LEZU","PROK","REAP","SUPP","SW"
"148",148,4,3,2,4,2,1,4,3,3,4,4,3,4,2,2,4,2,3,1,2,2,1,2,2,2,4,4,3,5,4,4,4,5,4,5,3,2,4,3,5,3,4,3,5,3,3,2,3,2,5,5,5,5,4,2,3,2,2,3,3,4,4,2,3,1,NA,2,2.5,1,18,168,2,2,4,3,4,2,3,4,3,3,3,3,3,3,3,3,2,2,3,4,1,3,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","BY",2,3,2,1,1,2,3,3,1,4,4,2.66666666666667,2,4,2.66666666666667,2.66666666666667,3.75,4.5,3.25,4.25,3.5,4.8,2.1,3.33333333333333,3,2.8
"149",149,4,1,3,4,4,3,5,3,4,4,2,3,4,4,4,5,2,4,1,2,2,1,2,2,1,5,5,5,4,5,4,4,4,5,4,5,4,4,5,5,5,5,5,3,4,3,3,3,3,6,4,6,7,6,3,3,2,2,3,3,2,2,2,2,1,NA,1,2.5,2,25,165,1,1,3,5,5,1,6,5,5,5,5,5,4,1,4,4,1,1,4,1,1,4,"nein","ja","ja","nein","ja","ja","nein","klinische Psychologie","ja","m‰nnlich","BW",2,3,2,3,3,4,4,4,4,4,4.33333333333333,2.66666666666667,3.33333333333333,4.33333333333333,2.66666666666667,3.66666666666667,4.5,4.75,4.5,3.75,5,5.8,2.5,4.83333333333333,4,4
"150",150,1,5,2,1,5,2,1,5,3,1,5,3,1,5,2,1,5,3,2,2,2,1,2,1,1,4,5,3,5,4,4,4,5,4,5,3,5,3,5,4,4,4,5,5,4,1,1,1,1,4,5,3,5,3,4,1,1,3,3,4,2,2,4,1,1,NA,1,1.2,2,19,174,1,10,4,4,4,1,7,4,4,4,4,4,2,2,4,4,2,2,4,4,3,2,"ja","ja","ja","nein","ja","nein","nein","klinische Psychologie","ja","m‰nnlich","NW",4,4,2,3,3,3,3,3,1,2,1,5,2.33333333333333,1,5,2.66666666666667,3.75,4.5,3.5,5,4.5,4,3.2,4.5,3.25,2.8
"151",151,4,2,3,4,2,1,5,2,2,4,2,3,4,3,2,5,3,3,1,1,2,2,1,1,2,5,5,4,3,3,4,3,4,3,3,5,3,4,2,5,2,5,2,5,4,3,3,2,2,5,5,5,6,5,4,2,3,2,4,2,4,4,1,4,1,NA,2,1.3,1,19,168,1,11,6,6,5,1,7,6,5,5,3,5,3,2,3,2,1,1,4,4,1,3,"nein","nein","ja","ja","nein","nein","ja","klinische Psychologie","nein","weiblich","RP",3,2,1,1,1,3,4,4,1,4,4.33333333333333,2,2,4.33333333333333,2.66666666666667,2.66666666666667,3.75,4.75,4,3.5,2.5,5.2,2.1,5.5,4,3.1
"152",152,4,2,2,5,2,1,4,3,3,4,3,3,5,2,1,4,3,2,1,2,2,2,2,1,2,2,5,3,3,2,3,3,4,3,2,5,2,3,2,4,2,4,3,3,3,3,2,3,3,6,6,5,6,7,2,3,2,2,3,2,2,3,2,2,3,NA,2,2.2,1,27,163,0,1,4,4,4,2,5,4,5,5,4,5,3,1,4,3,2,2,4,2,2,3,"nein","ja","ja","ja","ja","nein","ja","Wirtschaftspsychologie","nein","weiblich","BW",2,3,2,3,2,4,3,3,3,3,4.33333333333333,2.33333333333333,2,4.33333333333333,2.66666666666667,2,2.5,4.25,3.5,2.5,2.5,6,2.2,4.66666666666667,3.5,3.3
"153",153,4,4,2,4,1,3,5,2,4,5,4,2,5,1,4,5,2,5,1,2,2,2,2,1,1,2,4,5,3,4,3,5,4,4,5,5,3,3,4,4,1,5,4,5,5,4,5,4,4,5,6,6,6,5,2,3,4,2,4,2,3,2,3,1,5,"Kognitionswissenschaften, Rechtspsycholoige",2,1.6,2,24,184,1,4,4,6,4,3,5,4,5,5,6,5,3,2,3,3,2,2,3,3,2,3,"nein","ja","ja","ja","ja","nein","nein","sonstiges","nein","m‰nnlich","BB",2,1,1,2,3,3,3,3,2,3,4.33333333333333,2.33333333333333,3,5,2.33333333333333,3.66666666666667,2.25,4.25,5,4,4,5.6,1.9,4.66666666666667,4.75,2.9
"154",154,4,5,2,5,2,3,5,2,4,5,4,1,5,2,3,5,2,3,1,2,2,2,2,2,2,4,4,4,3,4,5,4,4,4,3,5,4,4,3,3,4,5,5,5,5,4,2,4,4,6,6,6,7,5,2,2,4,3,4,3,3,2,1,1,1,NA,2,1.7,1,21,178,2,1,6,2,5,2,6,3,7,5,6,5,4,1,3,3,1,1,4,3,2,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","BW",3,1,1,2,3,4,4,4,2,3,4.66666666666667,3,3,5,2.66666666666667,2.33333333333333,4.25,4,4.5,3.75,4,6,2,5.66666666666667,3.25,3.4
"155",155,4,3,2,4,2,2,4,3,4,4,3,2,4,2,3,4,3,4,1,2,2,2,2,2,2,4,4,3,4,3,3,3,5,3,4,4,4,4,3,4,4,4,3,5,3,4,2,4,4,6,6,6,6,5,3,2,2,2,3,3,3,3,3,3,1,NA,1,1.6,1,30,175,0,12,6,6,6,4,6,6,6,6,6,6,3,3,3,3,3,3,3,3,2,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","SL",3,3,2,2,2,2,2,2,2,3,4,2.66666666666667,2.66666666666667,4,2.66666666666667,3,3.75,4.25,3.25,4.25,3,5.8,2.6,6,5.5,2.6
"156",156,4,4,3,4,2,2,5,3,3,4,4,3,5,2,2,5,3,2,1,2,1,2,2,1,1,3,3,3,2,4,3,3,3,4,2,4,3,3,2,4,3,4,3,4,3,3,3,3,3,5,6,6,5,6,2,3,2,2,3,2,3,3,2,3,1,NA,1,1.4,1,28,165,3,11,6,4,6,1,5,3,5,5,4,5,3,2,3,3,2,1,4,2,3,3,"nein","ja","nein","ja","ja","nein","nein","klinische Psychologie","ja","weiblich","RP",2,3,2,2,2,3,3,4,3,2,4.33333333333333,3,2.66666666666667,4.66666666666667,3,2.33333333333333,3,3.5,3.25,2.75,3.25,5.6,2.2,5.33333333333333,3,3.1
"157",157,5,1,2,5,3,1,5,1,3,5,1,2,5,3,1,5,1,3,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,4,3,2,3,3,4,5,4,5,1,3,1,3,3,2,4,3,3,3,3,1,NA,2,2.2,1,19,164,1,12,3,5,3,1,3,3,3,3,4,3,2,1,3,3,1,1,3,4,1,2,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","SL",4,2,3,2,2,4,4,4,1,4,5,1.66666666666667,2,5,1.66666666666667,2,3.5,4,4,4.25,4,3.8,2.9,3,3.25,3
"158",158,4,4,2,4,2,1,4,3,2,4,4,2,5,2,2,4,3,2,1,2,2,1,2,1,2,3,3,3,2,5,4,3,5,5,2,5,4,4,4,3,4,5,4,4,4,2,2,2,2,4,4,5,6,5,3,3,3,3,3,2,3,3,3,2,4,NA,2,1.9,1,24,193,3,5,3,5,4,4,6,4,5,4,3,5,3,3,2,3,2,2,3,2,2,3,"nein","ja","ja","nein","ja","nein","ja","Forschung","nein","weiblich","HB",2,2,2,2,2,2,3,3,3,3,4,3,1.66666666666667,4.33333333333333,3,2,3.75,4,3.75,3,4.5,4.8,2.3,4.5,4,2.8
"159",159,3,4,2,4,2,3,4,4,4,4,4,2,5,2,3,4,4,4,1,1,2,2,2,1,2,4,4,3,3,3,4,3,5,3,2,4,3,3,3,5,3,4,3,4,4,2,1,3,3,5,7,6,6,6,2,2,2,3,3,2,3,3,4,2,1,NA,1,1.6,1,21,164,0,11,4,6,4,3,3,5,6,3,6,5,2,3,3,3,2,3,3,3,2,3,"nein","nein","ja","ja","ja","nein","ja","klinische Psychologie","ja","weiblich","RP",3,3,2,2,2,2,3,2,2,3,3.66666666666667,3.33333333333333,3,4.33333333333333,3.33333333333333,3,3.5,4.5,3.5,3,3,6,2.5,4.16666666666667,5,2.6
"160",160,4,3,5,3,3,5,3,2,5,3,3,5,3,3,4,3,2,4,1,2,2,1,2,1,2,5,4,2,4,4,4,3,5,4,4,5,3,4,3,4,4,4,5,5,5,2,1,3,3,3,5,4,6,5,3,3,2,3,3,3,2,4,3,4,1,NA,2,1.7,2,20,160,3,11,5,3,2,1,2,5,6,3,5,5,2,3,3,3,2,3,3,3,3,2,"nein","ja","ja","nein","ja","nein","ja","klinische Psychologie","nein","m‰nnlich","RP",2,3,2,3,1,2,3,2,2,2,3.33333333333333,2.66666666666667,5,3,2.66666666666667,4.33333333333333,4.25,4.25,3.75,4,4,4.6,2.7,3.83333333333333,3.5,2.4
"161",161,4,4,2,5,2,1,5,3,3,5,4,2,5,1,1,5,3,3,1,2,2,2,2,1,1,3,4,5,5,4,4,5,4,5,4,5,5,3,4,4,4,5,4,5,5,2,1,1,2,6,7,6,7,4,1,3,4,2,4,1,4,3,3,1,5,"Forensik",1,2.8,1,19,166,3,1,5,6,7,1,5,1,5,5,1,5,3,4,3,3,1,2,4,4,1,3,"nein","ja","ja","ja","ja","nein","nein","sonstiges","ja","weiblich","BW",2,1,1,1,2,1,4,3,1,4,4.66666666666667,3,2,5,2.66666666666667,2,3.5,4.25,5,4.75,4.25,6,1.5,5.33333333333333,2.25,2.9
"162",162,4,2,2,4,2,1,4,1,3,4,2,2,4,2,2,4,1,3,1,2,2,1,2,2,2,3,4,3,2,4,4,2,4,4,2,4,4,3,3,3,2,4,3,4,3,3,2,3,3,5,5,5,6,4,2,3,2,2,4,2,3,3,3,2,5,"Kommunikationspsychologie",1,1.5,1,25,170,2,7,6,4,6,1,6,3,5,5,4,5,3,2,3,3,2,2,3,3,1,3,"nein","ja","ja","nein","ja","ja","ja","sonstiges","ja","weiblich","HE",2,3,1,2,2,3,3,3,2,4,4,1.66666666666667,2,4,1.66666666666667,2.33333333333333,3,3.75,3,3,3.5,5,2.1,5.5,3,3
"163",163,4,2,2,5,4,2,4,1,3,4,2,1,4,1,2,5,1,3,1,2,2,1,2,2,1,3,5,4,4,2,3,3,5,2,5,5,3,2,3,5,2,4,3,5,5,2,4,3,4,4,6,3,5,3,2,1,3,3,4,4,2,4,3,4,1,NA,1,2.8,1,21,178,2,1,4,7,1,2,3,5,5,7,6,2,3,4,2,2,4,4,2,4,4,2,"nein","ja","ja","nein","ja","ja","nein","klinische Psychologie","ja","weiblich","BW",4,2,1,3,1,1,1,1,1,1,4.33333333333333,2.33333333333333,2.33333333333333,4.33333333333333,1.33333333333333,2,2.5,4.75,4.25,4.25,2.5,4.2,2.7,3.66666666666667,5,1.6
"164",164,4,2,2,4,2,3,4,2,4,4,2,3,4,1,3,5,2,4,1,2,2,2,1,2,2,3,5,4,4,4,3,5,5,4,4,5,4,4,4,5,3,5,4,5,5,3,2,3,3,5,5,5,5,5,3,2,2,3,3,3,2,3,2,1,2,NA,1,1.6,1,25,171,3,7,6,4,6,2,5,3,7,6,4,7,3,2,4,4,1,3,3,3,2,3,"nein","ja","ja","ja","nein","ja","ja","p‰dagogische Psychologie","ja","weiblich","HE",3,3,2,3,2,3,4,2,2,3,4,2,3,4.33333333333333,1.66666666666667,3.33333333333333,3.25,5,4.75,4.25,4,5,2.5,6.16666666666667,3.25,3.1
"165",165,5,2,5,3,5,2,5,2,3,5,3,2,2,3,2,5,3,3,1,2,2,2,2,1,1,5,4,4,4,3,5,3,4,3,5,5,2,5,4,4,3,4,3,5,2,4,5,3,4,5,4,5,6,6,3,2,1,1,2,3,3,1,3,1,1,NA,1,1.6,1,25,160,1,1,7,6,2,5,2,2,6,6,6,5,2,3,3,3,3,3,3,4,3,2,"nein","ja","ja","ja","ja","nein","nein","klinische Psychologie","ja","weiblich","BW",3,4,3,2,4,2,2,2,1,2,4.33333333333333,3,3.33333333333333,4,3,2.33333333333333,4.5,4,3.5,4,3.25,5.2,2.7,4.66666666666667,4.75,2.2
"166",166,4,1,1,2,4,1,3,1,1,1,1,1,2,4,1,2,1,5,2,1,2,2,2,1,1,4,4,1,4,3,4,5,5,3,3,5,1,3,2,5,2,5,3,5,5,5,2,2,2,1,2,2,6,3,3,2,2,4,4,3,2,2,3,4,4,NA,1,1.5,1,20,168,3,11,2,2,1,1,6,1,5,1,6,2,1,4,3,2,1,4,3,4,2,1,"ja","nein","ja","ja","ja","nein","nein","Forschung","ja","weiblich","RP",3,3,1,3,3,1,4,1,1,3,3,2,1,1.66666666666667,2,2.33333333333333,3.25,4.75,4,3.25,2.75,2.8,3,2.83333333333333,2.5,2
"167",167,4,1,2,4,1,1,4,1,2,5,1,2,5,1,1,4,1,1,1,2,2,1,2,1,1,5,5,4,2,3,4,4,5,3,1,5,2,3,3,4,2,5,3,2,4,2,2,3,3,6,6,6,6,6,2,3,1,2,4,1,4,3,2,1,3,NA,1,1.5,1,23,180,1,12,6,5,6,1,5,4,5,4,5,4,4,1,4,3,1,1,4,1,1,4,"nein","ja","ja","nein","ja","nein","nein","Wirtschaftspsychologie","ja","weiblich","SL",2,4,1,1,2,4,4,4,4,4,4,1,1.66666666666667,4.66666666666667,1,1.33333333333333,3.5,4.75,4.25,1.75,3,6,1.8,5,3.75,3.9
"168",168,3,1,3,4,1,1,5,2,2,4,1,1,4,1,1,5,2,2,1,2,1,2,2,1,1,3,5,4,4,4,3,2,4,4,2,3,3,4,3,4,4,4,4,4,3,3,1,4,4,5,5,5,7,6,1,2,2,1,3,1,3,4,2,3,3,NA,2,1.6,1,18,170,1,1,4,2,4,1,1,1,4,4,3,4,2,2,3,3,2,2,4,3,1,2,"nein","ja","nein","ja","ja","nein","nein","Wirtschaftspsychologie","nein","weiblich","BW",3,3,2,2,1,3,3,3,2,4,4,1.33333333333333,2,4.33333333333333,1.33333333333333,1.33333333333333,3.5,4.25,3,3.25,3.75,5.6,1.9,3.5,1.75,2.9
"169",169,4,2,2,5,3,1,5,2,2,4,1,1,3,1,1,4,1,1,1,2,2,2,2,2,2,4,4,5,4,3,4,4,5,4,4,5,2,4,4,5,3,4,4,4,5,4,3,4,4,6,6,7,4,4,3,2,4,3,3,3,3,3,2,2,1,NA,2,2.3,1,19,169,2,1,5,2,6,2,5,2,5,5,2,2,3,2,3,3,1,2,4,2,2,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","BW",3,1,2,2,2,3,4,3,3,3,4.66666666666667,2.33333333333333,1.66666666666667,3.66666666666667,1,1,3.75,4.5,4.75,3.5,3.75,5.4,2.3,4.66666666666667,2,3.3
"170",170,4,2,1,5,1,3,5,2,3,5,2,1,5,1,1,5,3,3,1,2,2,2,2,2,2,5,4,3,4,4,4,4,4,4,3,5,1,5,4,4,3,5,3,5,5,4,1,5,5,6,5,7,7,7,2,4,3,3,4,1,4,3,1,1,1,NA,2,1.6,1,19,176,1,7,7,5,7,1,7,6,7,5,4,6,4,3,4,3,2,2,4,4,1,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","HE",1,2,1,1,2,2,3,3,1,4,4.66666666666667,1.66666666666667,2.33333333333333,5,2,1.66666666666667,4.25,4.25,4.25,3.25,3.75,6.4,1.5,6.5,4,3.1
"171",171,2,3,1,3,1,1,2,3,4,2,3,1,2,1,1,2,3,4,1,2,2,1,2,1,2,4,5,2,3,3,3,2,4,3,4,4,5,4,3,5,4,5,3,5,3,1,1,1,1,6,6,6,5,6,3,1,1,2,3,2,1,4,2,4,1,NA,1,1.6,1,20,168,0,11,6,2,4,4,6,1,4,6,1,5,3,2,3,2,1,2,4,2,2,3,"nein","ja","ja","nein","ja","nein","ja","klinische Psychologie","ja","weiblich","RP",4,4,2,4,1,3,4,3,3,3,2.33333333333333,2.33333333333333,2,2,2.33333333333333,2,3.75,4.75,2.75,4.25,3,5.8,2.8,5.16666666666667,2,3.1
"172",172,5,3,4,3,5,3,5,2,5,5,2,1,3,2,1,5,2,2,1,2,2,1,2,2,2,3,5,5,2,3,5,2,2,3,4,5,3,3,3,4,4,5,3,4,5,5,5,5,5,6,7,6,7,7,4,3,2,1,4,2,2,4,3,3,3,NA,1,1.9,2,20,160,2,11,6,4,2,4,4,5,6,4,7,6,4,2,4,4,2,4,2,3,3,2,"nein","ja","ja","nein","ja","ja","ja","Wirtschaftspsychologie","ja","m‰nnlich","RP",2,3,1,3,1,3,3,1,2,2,4.33333333333333,3.33333333333333,4,4.33333333333333,2,1.33333333333333,3.75,4,4.25,3.25,3,6.6,2.3,4.66666666666667,5,2.7
"173",173,5,3,2,4,2,2,5,2,4,5,4,2,4,2,2,5,3,5,1,2,2,1,2,1,2,3,5,5,5,4,2,5,4,4,5,5,5,3,2,4,3,5,3,5,5,1,1,2,2,5,5,6,6,7,3,2,2,3,4,1,4,4,3,4,1,NA,1,1.6,1,25,169,2,11,6,3,6,2,2,5,6,6,5,4,3,3,2,3,2,2,3,3,2,3,"nein","ja","ja","nein","ja","nein","ja","klinische Psychologie","ja","weiblich","RP",3,3,1,1,1,2,3,3,2,3,4.66666666666667,2.33333333333333,2.66666666666667,4.66666666666667,3,3,2.75,4.5,5,5,3.25,5.8,2.3,5,3.75,2.7
"174",174,4,3,4,4,3,4,4,3,5,5,3,5,4,4,4,5,3,5,1,2,2,1,2,2,2,3,4,5,4,3,4,5,4,3,4,5,5,5,4,2,5,4,4,4,5,2,1,1,1,4,6,6,6,5,1,3,2,1,4,1,3,1,2,3,1,NA,1,1.4,1,20,173,5,11,5,5,6,2,5,2,5,3,2,6,3,3,3,2,3,3,4,4,3,2,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","ja","weiblich","RP",2,3,1,2,4,2,2,2,1,2,4,3,4.33333333333333,4.66666666666667,3.33333333333333,4.66666666666667,4.25,3.5,5,4.25,3.5,5.4,2,5,2.75,2.3
"175",175,5,3,2,4,1,1,5,2,2,5,3,2,4,2,2,5,2,2,1,2,2,2,2,2,2,4,5,4,4,4,4,5,4,4,4,4,3,3,4,4,2,5,4,5,4,2,1,2,1,4,6,6,5,5,1,3,3,2,4,3,4,3,2,1,1,NA,2,2.9,1,24,170,0,10,6,6,7,4,6,6,6,4,7,6,3,2,3,3,2,2,3,4,2,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","NW",2,2,1,1,2,3,3,3,1,3,4.66666666666667,2,1.66666666666667,4.66666666666667,2.33333333333333,2,3.25,4.5,4.25,4,4,5.2,1.7,5.83333333333333,5.75,2.8
"176",176,5,2,2,5,1,1,5,2,3,5,2,2,5,1,1,5,2,3,1,2,2,2,2,1,1,4,5,3,2,4,4,3,5,4,2,5,2,4,3,4,3,4,4,2,3,3,5,4,4,5,4,5,7,6,3,2,1,3,3,2,3,3,2,1,5,"weiﬂ noch nicht genau. Auf keinen Fall p‰dagogische",1,2.7,1,34,165,2,11,4,3,4,2,4,3,5,3,3,5,4,3,4,3,1,2,4,1,2,4,"nein","ja","ja","ja","ja","nein","nein","sonstiges","ja","weiblich","RP",3,4,2,2,2,2,4,3,4,3,5,1.66666666666667,2,5,1.66666666666667,2,3.75,4.5,3.5,2,3.75,5.4,2.4,4.16666666666667,2.75,3.5
"177",177,5,3,4,5,2,1,5,2,3,5,3,2,5,3,2,5,2,2,1,2,2,2,2,1,1,3,4,5,4,3,3,4,4,3,3,5,2,3,4,4,3,5,3,4,5,3,3,3,3,6,6,7,6,7,1,4,4,2,4,3,4,3,1,2,1,NA,1,2.5,1,22,164,1,1,6,5,6,2,6,2,6,6,5,6,3,1,4,4,1,1,4,1,1,4,"nein","ja","ja","ja","ja","nein","nein","klinische Psychologie","ja","weiblich","BW",1,1,1,1,2,4,4,4,4,4,5,2.33333333333333,2.66666666666667,5,2.66666666666667,2,3,4.25,4.75,3.25,3.25,6.4,1.5,6,3.5,3.9
"178",178,5,2,3,5,2,3,5,1,3,5,2,1,5,1,2,5,1,2,1,2,2,2,2,1,2,3,4,5,4,5,2,4,3,5,3,5,3,3,4,4,3,3,4,4,5,2,3,3,4,7,7,7,5,5,3,3,2,3,2,3,2,3,3,4,3,NA,2,1.5,1,20,173,0,10,7,6,7,4,6,5,6,5,6,6,4,2,4,4,2,2,4,3,1,3,"nein","ja","ja","ja","ja","nein","ja","Wirtschaftspsychologie","nein","weiblich","NW",2,3,3,3,2,3,3,3,2,4,5,1.66666666666667,3,5,1.33333333333333,1.66666666666667,2.75,3.5,4.75,3.5,4.5,6.2,2.9,6.16666666666667,5.25,3.4
"179",179,4,2,2,4,1,2,5,2,2,5,2,3,5,2,1,5,1,3,1,2,2,2,2,2,1,3,4,5,4,5,3,4,4,5,4,4,3,3,4,4,4,4,4,3,5,4,4,4,3,5,6,6,7,6,2,3,3,2,4,2,3,3,2,2,5,"Forschung oder Medienpsychologie",2,1.5,1,25,174,1,11,6,2,5,1,6,3,5,4,5,4,3,1,4,4,1,1,4,2,1,3,"nein","ja","ja","ja","ja","ja","nein","sonstiges","nein","weiblich","RP",2,2,1,2,2,4,4,4,3,4,4.33333333333333,1.66666666666667,2,5,1.66666666666667,2.33333333333333,3.25,4,4.5,3.5,4.5,6,1.9,5,2.75,3.7
"180",180,4,1,4,5,1,3,4,1,4,4,2,2,4,1,2,4,1,3,1,2,2,2,2,1,2,4,4,4,5,3,4,3,4,3,5,5,2,3,3,4,1,4,3,5,4,3,2,3,2,6,6,7,6,4,3,3,1,2,3,2,3,1,2,1,1,NA,2,NA,1,20,160,1,1,5,4,3,1,3,4,6,4,6,3,3,2,3,3,3,1,3,2,1,3,"nein","ja","ja","ja","ja","nein","ja","klinische Psychologie","nein","weiblich","BW",2,4,2,2,4,3,2,4,3,4,4.33333333333333,1,3.66666666666667,4,1.33333333333333,2.33333333333333,3,4,4,4.25,3,5.8,2.4,4,3.75,3.1
"181",181,4,3,2,5,1,1,5,2,3,5,3,2,5,1,1,5,2,2,1,2,2,2,2,1,1,4,5,4,4,4,4,4,5,4,5,5,4,4,4,4,3,5,4,4,4,3,4,3,4,6,6,6,6,5,2,1,2,2,3,3,3,3,2,3,3,NA,1,2.3,1,19,173,1,11,1,6,2,4,3,5,5,2,6,4,4,2,3,4,2,2,4,2,1,3,"nein","ja","ja","ja","ja","nein","nein","Wirtschaftspsychologie","ja","weiblich","RP",4,3,2,2,2,3,3,3,3,4,4.66666666666667,2,2,5,2,1.66666666666667,3.75,4.75,4.25,4.25,4,5.8,2.5,2.83333333333333,5.25,3.4
"182",182,4,4,5,3,4,5,5,3,5,4,4,5,4,3,5,5,3,4,1,2,2,1,2,2,2,5,5,4,4,3,4,5,5,4,4,5,2,3,3,5,4,5,4,4,4,2,1,2,1,5,6,5,4,5,2,3,3,2,4,3,4,3,3,2,1,NA,1,1.6,1,21,172,2,11,5,3,6,2,5,4,6,5,6,5,3,3,3,4,2,3,4,2,2,3,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","ja","weiblich","RP",2,2,1,1,2,2,3,2,3,3,4,3.66666666666667,5,4.33333333333333,3.33333333333333,4.66666666666667,4,5,4.5,3.5,3.5,5,2,5.33333333333333,3.75,3
"183",183,5,3,2,5,2,2,5,3,2,5,4,2,5,2,2,5,2,2,1,2,2,1,2,2,2,3,4,4,5,4,3,4,3,4,4,4,4,4,4,4,4,5,4,5,5,4,2,3,2,6,6,6,6,5,3,2,2,3,3,2,3,2,3,3,1,NA,2,2.5,1,19,163,1,1,6,2,2,2,2,2,4,4,2,2,3,2,3,3,2,2,3,2,2,3,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","BW",3,3,2,2,3,3,3,3,3,3,5,2.66666666666667,2,5,2.66666666666667,2,3.5,4,4.25,4.5,4,5.8,2.7,3.33333333333333,2,3
"184",184,5,4,4,5,2,2,5,1,3,5,4,4,5,2,2,5,1,3,2,2,2,2,2,2,2,4,5,5,5,4,4,5,5,5,5,5,3,4,4,4,2,4,4,2,5,4,3,4,4,7,7,7,7,5,2,3,3,2,3,3,3,3,3,1,3,NA,2,1.6,1,21,173,3,10,4,2,5,1,5,2,5,4,2,5,4,2,4,4,1,1,4,2,1,3,"ja","ja","ja","ja","ja","ja","ja","Wirtschaftspsychologie","nein","weiblich","NW",2,2,2,2,2,3,4,4,3,4,5,2.33333333333333,3,5,2.33333333333333,3,3.5,4.5,5,3.75,4.25,6.6,2.1,4.66666666666667,1.75,3.7
"185",185,4,2,3,5,1,1,5,2,2,5,2,2,5,1,1,5,2,2,1,2,2,2,2,2,2,3,3,5,2,4,4,5,4,4,4,4,2,3,3,3,4,4,3,4,5,2,1,3,3,5,5,6,7,5,2,2,1,3,3,1,3,3,2,2,1,NA,2,1.7,1,20,183,3,15,6,5,3,2,7,5,4,4,6,3,3,1,4,3,1,2,4,1,1,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","SH",3,4,2,2,2,4,4,3,4,4,4.66666666666667,1.66666666666667,2,5,1.66666666666667,1.66666666666667,3.5,3.5,4.75,3,3.5,5.6,2.3,4.5,4.5,3.6
"186",186,4,2,3,4,1,1,4,2,3,4,3,2,5,1,1,4,2,3,1,2,2,2,2,1,1,3,3,4,4,4,3,4,4,4,3,4,3,2,3,4,2,4,3,3,3,2,2,3,3,6,6,6,6,6,2,3,3,2,3,2,3,3,2,3,1,NA,2,2,1,20,175,0,11,4,5,5,3,3,4,4,2,5,4,3,2,3,3,2,1,3,2,1,3,"nein","ja","ja","ja","ja","nein","nein","klinische Psychologie","nein","weiblich","RP",2,2,2,2,2,3,3,4,3,4,4,1.66666666666667,2.33333333333333,4.33333333333333,2,2,2.5,3.75,3.75,3.25,3.5,6,2.1,3.66666666666667,4.25,3.2
"187",187,4,3,1,5,1,1,5,2,3,4,2,2,5,1,1,5,2,2,1,2,2,1,2,2,2,4,4,5,2,4,3,5,5,4,2,5,3,2,3,4,3,5,4,3,5,4,1,5,4,6,7,6,7,7,1,4,4,2,4,1,4,4,1,1,1,NA,2,1.6,1,22,182,0,12,7,5,6,4,3,5,2,5,6,5,3,1,4,4,1,2,4,1,1,4,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","SL",1,1,1,1,1,4,4,3,4,4,4.66666666666667,2,1.66666666666667,4.66666666666667,1.66666666666667,1.66666666666667,3,4.5,5,2.5,3.75,6.6,1.1,4.66666666666667,5,3.8
